State,OCTO Location ID,Address,Area / Sub,"Building Validation Commercial
/Residential",GNAF Units,OCTO Device,MDF Share,Latitude,Longitude,Hubsite ID,Hubsite,Cabinet Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77245,49-51 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,99,VDSL,Standalone Only,-33.89230755,151.2307407,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77250,57-67 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,60,VDSL,Standalone Only,-33.89278008,151.2304059,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77251,58 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,35,VDSL,Standalone Only,-33.89180274,151.2301972,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77260,69-75 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,70,VDSL,Standalone Only,-33.89304481,151.2302118,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77267,105 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,44,VDSL,Standalone Only,-33.89427097,151.2297463,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77271,121-125 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,36,VDSL,Standalone Only,-33.89511811,151.229132,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77273,127-147 COOK RD CENTENNIAL PARK NSW 2021,PADDINGTON,residential,114,VDSL,Standalone Only,-33.89572258,151.2286365,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77361,357 GLENMORE RD PADDINGTON NSW 2021,PADDINGTON,residential,122,VDSL,Standalone Only,-33.88059247,151.2317745,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77364,51 GLENVIEW ST PADDINGTON NSW 2021,PADDINGTON,residential,36,VDSL,Standalone Only,-33.87972249,151.2242108,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77382,6 HAMPDEN ST PADDINGTON NSW 2021,PADDINGTON,residential,48,VDSL,Standalone Only,-33.88271518,151.2353508,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77384,8 HAMPDEN ST PADDINGTON NSW 2021,PADDINGTON,residential,48,VDSL,Standalone Only,-33.88271518,151.2353508,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77407,54 HOPEWELL ST PADDINGTON NSW 2021,PADDINGTON,residential,28,VDSL,Standalone Only,-33.88158534,151.2222263,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77410,56 HOPEWELL ST PADDINGTON NSW 2021,PADDINGTON,residential,38,VDSL,Standalone Only,-33.88177745,151.2224924,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77417,204-232 JERSEY RD PADDINGTON NSW 2021,PADDINGTON,Residential,62,VDSL,Standalone Only,-33.88503022,151.2370912,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77610,28 SUTHERLAND ST PADDINGTON NSW 2021,PADDINGTON,residential,76,VDSL,Standalone Only,-33.88236225,151.233064,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77614,180-186 SUTHERLAND ST PADDINGTON NSW 2021,PADDINGTON,residential,47,VDSL,Standalone Only,-33.88464021,151.2363859,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,77623,6 UNDERWOOD ST PADDINGTON NSW 2021,PADDINGTON,residential,30,VDSL,Standalone Only,-33.88466502,151.2272536,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78280,372 EDGECLIFF RD WOOLLAHRA NSW 2025,WOOLLAHRA,residential,38,VDSL,Standalone Only,-33.88432183,151.2422232,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78507,19 STANLEY ST WOOLLAHRA NSW 2025,WOOLLAHRA,residential,57,VDSL,Standalone Only,-33.88795084,151.24471,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78619,58-64 DARLING POINT RD DARLING POINT NSW 2027,DARLING POINT,residential,36,VDSL,Standalone Only,-33.87048986,151.2378745,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78676,442-446 EDGECLIFF RD EDGECLIFF NSW 2027,DARLING POINT,residential,36,VDSL,Standalone Only,-33.88002873,151.2391467,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78754,4 MITCHELL RD DARLING POINT NSW 2027,DARLING POINT,residential,48,VDSL,Standalone Only,-33.87131372,151.2386935,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78845,4 NEW MCLEAN ST EDGECLIFF NSW 2027,DARLING POINT,residential,68,VDSL,Standalone Only,-33.87930912,151.234218,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78884,161 NEW SOUTH HEAD RD EDGECLIFF NSW 2027,DARLING POINT,residential,71,VDSL,Standalone Only,-33.87828913,151.2340445,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78913,170 OCEAN ST EDGECLIFF NSW 2027,DARLING POINT,residential,46,VDSL,Standalone Only,-33.88040233,151.2373245,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,78942,11 SUTHERLAND CRES DARLING POINT NSW 2027,DARLING POINT,residential,38,VDSL,Standalone Only,-33.86962199,151.2415018,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,79301,337 NEW SOUTH HEAD RD DOUBLE BAY NSW 2028,DOUBLE BAY,residential,33,VDSL,Standalone Only,-33.87906167,151.2410094,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,79304,349 NEW SOUTH HEAD RD DOUBLE BAY NSW 2028,DOUBLE BAY,residential,45,VDSL,Standalone Only,-33.8796041,151.2417265,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,79413,39 OCEAN AVE DOUBLE BAY NSW 2028,DOUBLE BAY,residential,95,VDSL,Standalone Only,-33.87569806,151.2388241,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,79463,41 WILLIAM ST DOUBLE BAY NSW 2028,DOUBLE BAY,residential,50,VDSL,Standalone Only,-33.87546501,151.2440941,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,79659,258 ARTHUR ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,51,VDSL,Standalone Only,-27.45393,153.044146,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,79722,52 BEESTON ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,37,VDSL,Standalone Only,-27.45852839,153.048089,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,79723,68 BEESTON ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,63,VDSL,Standalone Only,-27.45875754,153.0490941,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,79724,71 BEESTON ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,190,VDSL,Standalone Only,-27.45931083,153.0485164,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,80119,139 COMMERCIAL RD TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,207,VDSL,Standalone Only,-27.45414487,153.0478182,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,80204,22 FLORENCE ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,42,VDSL,Master Only,-27.45474631,153.0486348,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,80908,66 LAMINGTON ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,33,VDSL,Standalone Only,-27.46476467,153.0505998,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,80931,126 LAMINGTON ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,46,VDSL,Standalone Only,-27.46736387,153.0534878,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81094,1 MACQUARIE ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,37,VDSL,Standalone Only,-27.46176559,153.050411,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81096,8-12 MACQUARIE ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,33,VDSL,Standalone Only,-27.46182941,153.0497611,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81108,50 MACQUARIE ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,84,VDSL,Standalone Only,-27.46031576,153.0496424,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81335,45 MORAY ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,31,VDSL,Standalone Only,-27.46556051,153.0400855,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81344,79 MORAY ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,93,VDSL,Standalone Only,-27.46677636,153.0405164,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81361,119 MORAY ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,41,VDSL,Standalone Only,-27.46863642,153.0413769,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81690,165 SYDNEY ST NEW FARM QLD 4005,NEW FARM - TENERIFFE,residential,40,VDSL,Standalone Only,-27.46596282,153.0510007,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81819,54 VERNON TCE TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,88,VDSL,Slave Only,-27.45402896,153.0485525,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,81978,53 WYANDRA ST TENERIFFE QLD 4005,NEW FARM - TENERIFFE,residential,94,VDSL,Standalone Only,-27.45205206,153.0465046,bri-wick,100 WICKHAM ST FORTITUDE VALLEY,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,84519,41 BLAMEY ST KELVIN GROVE QLD 4059,KELVIN GROVE - RED HILL,residential,57,VDSL,Master Only,-27.4538125,153.0137664,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,84521,59 BLAMEY ST KELVIN GROVE QLD 4059,KELVIN GROVE - RED HILL,Residential,57,VDSL,Slave Only,-27.453368,153.0158606,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,84703,22 CARRAWAY ST KELVIN GROVE QLD 4059,KELVIN GROVE - RED HILL,Residential,54,VDSL,Slave Only,-27.4541932,153.0139937,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,86633,41 RAMSGATE ST KELVIN GROVE QLD 4059,KELVIN GROVE - RED HILL,residential,133,VDSL,Standalone Only,-27.455127,153.014548,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,88534,8 DUNMORE TCE AUCHENFLOWER QLD 4066,TOOWONG,residential,70,VDSL,Standalone Only,-27.4756187,153.0022098,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,88542,32 DUNMORE TCE AUCHENFLOWER QLD 4066,TOOWONG,residential,41,VDSL,Standalone Only,-27.4761757,153.0010157,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLD,89393,7 LAND ST TOOWONG QLD 4066,TOOWONG,Residential,170,VDSL,Slave Only,-27.4814229,152.9960261,bri-quen,344 QUEEN ST BRISBANE QLD,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,91067,82-84 ABERCROMBIE ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,43,VDSL,Standalone Only,-33.88696521,151.1990178,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,91103,145-161 ABERCROMBIE ST DARLINGTON NSW 2008,CHIPPENDALE,residential,55,VDSL,Standalone Only,-33.88908684,151.198147,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,91611,39 DANGAR PL CHIPPENDALE NSW 2008,CHIPPENDALE,residential,68,VDSL,Standalone Only,-33.88796064,151.1981573,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,91682,1 DWYER ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,45,VDSL,Standalone Only,-33.88455008,151.2019624,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,91979,9-27 MOORGATE ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,41,VDSL,Standalone Only,-33.88551427,151.1965546,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92034,65 MYRTLE ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,72,VDSL,Standalone Only,-33.88765038,151.1970224,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92128,12-26 REGENT ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,56,VDSL,Standalone Only,-33.88461584,151.2027589,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92130,27-31 REGENT ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,41,VDSL,Standalone Only,-33.88502474,151.2023673,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92137,52 REGENT ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,84,VDSL,Standalone Only,-33.88706868,151.2020079,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92143,61-65 REGENT ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,30,VDSL,Standalone Only,-33.88597396,151.2022415,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92149,71-75 REGENT ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,95,VDSL,Standalone Only,-33.88618867,151.2021373,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92248,1 SHEPHERD ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,40,VDSL,Standalone Only,-33.88482341,151.1958724,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92453,1 WILEY ST CHIPPENDALE NSW 2008,CHIPPENDALE,residential,42,VDSL,Standalone Only,-33.88809907,151.1973467,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,92578,501 WILSON ST DARLINGTON NSW 2008,CHIPPENDALE,residential,35,VDSL,Standalone Only,-33.89249438,151.1951616,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,96015,35 ALISON RD KENSINGTON NSW 2033,KENSINGTON - NSW,residential,57,VDSL,Standalone Only,-33.9044916,151.2260702,syd-bsar,External Cabinet - Randwick,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,96409,91 BROMPTON RD KENSINGTON NSW 2033,KENSINGTON - NSW,residential,107,VDSL,Standalone Only,-33.904969,151.2200084,syd-bsar,External Cabinet - Randwick,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105538,20 COMMERCIAL RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,98,VDSL,Standalone Only,-37.84477644,144.9799078,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105567,15 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,76,VDSL,Standalone Only,-37.83932278,144.9744969,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105570,19 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,72,VDSL,Standalone Only,-37.840277,144.974842,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105571,23 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,90,VDSL,Standalone Only,-37.8412058,144.9751801,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105574,27 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,46,VDSL,Standalone Only,-37.842289,144.975575,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105578,32 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,55,VDSL,Standalone Only,-37.84350193,144.9759757,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105583,55 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,182,VDSL,Standalone Only,-37.84786616,144.9776037,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105588,69 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,1,VDSL,Standalone Only,-37.850965,144.978715,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105599,82 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,76,VDSL,Standalone Only,-37.854065,144.980007,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105600,83 QUEENS RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,156,VDSL,Standalone Only,-37.85444289,144.9804331,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105619,400 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,59,VDSL,Standalone Only,-37.83468178,144.973951,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105628,416 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,162,VDSL,Standalone Only,-37.835514,144.974709,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105631,418 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,129,VDSL,Standalone Only,-37.835827,144.974897,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105654,469 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,109,VDSL,Standalone Only,-37.84145835,144.9779051,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105682,568 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,168,VDSL,Standalone Only,-37.84702394,144.9790233,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105694,598 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,92,VDSL,Standalone Only,-37.8500842,144.9800769,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105700,610 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,196,VDSL,Standalone Only,-37.85193754,144.9808146,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,105711,632 ST KILDA RD MELBOURNE VIC 3004,ALBERT RD - QUEENSWAY,residential,154,VDSL,Standalone Only,-37.854232,144.981649,nme-stka,External Cabinet - 598 St Kilda Rd Melbourne,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,124774,20 CAMBERWELL RD HAWTHORN EAST VIC 3123,HAWTHRON EAST,residential,90,VDSL,Standalone Only,-37.82486,145.04888,nme-burn,180 BURNLEY ST RICHMOND VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,126933,480 RIVERSDALE RD HAWTHORN EAST VIC 3123,HAWTHRON EAST,residential,307,VDSL,Standalone Only,-37.8314512,145.0559256,nme-burn,180 BURNLEY ST RICHMOND VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,132509,12 MADDOX ST ALEXANDRIA NSW 2015,ALEXANDRIA,residential,15,UBE,Standalone Only,-33.906143,151.191023,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,132532,117 WYNDHAM ST ALEXANDRIA NSW 2015,ALEXANDRIA,residential,18,UBE,Standalone Only,-33.90067181,151.199315,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,132618,9 BROOME ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,42,VDSL,Slave Only,-33.8990742,151.213991,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
